pseudoword_51b.wav;3000
unexpected_28.wav;4000
anomalous_43.wav;3000
expected_52.wav;3000
pseudoword_51a.wav;2000
pseudoword_29b.wav;4500
unexpected_44.wav;4500
expected_32.wav;3500
anomalous_19.wav;2500
pseudoword_20b.wav;1500
anomalous_14.wav;3000
pseudoword_35a.wav;4500
unexpected_56.wav;3500
pseudoword_14b.wav;2500
pseudoword_48b.wav;3500
pseudoword_49b.wav;2000
expected_2.wav;3500
pseudoword_46b.wav;4000
unexpected_34.wav;2000
unexpected_6.wav;3500
anomalous_54.wav;2000
unexpected_13.wav;2500
pseudoword_5a.wav;4500
anomalous_29.wav;2500
expected_49.wav;3500
unexpected_3.wav;2000
pseudoword_48a.wav;1500
unexpected_15.wav;1500
pseudoword_7b.wav;2000
expected_11.wav;1500
anomalous_34.wav;4000
pseudoword_2a.wav;1500
pseudoword_36b.wav;2500
pseudoword_42b.wav;3500
anomalous_35.wav;3500
pseudoword_6a.wav;4500
expected_40.wav;2500
expected_27.wav;4000
unexpected_30.wav;3000
anomalous_46.wav;1500
anomalous_22.wav;3500
expected_54.wav;4500
unexpected_37.wav;3500
pseudoword_1b.wav;2500
pseudoword_31b.wav;2000
anomalous_5.wav;1500
pseudoword_32a.wav;4000
unexpected_50.wav;2500
expected_37.wav;3000
pseudoword_55b.wav;4000
anomalous_23.wav;3500
unexpected_1.wav;1500
pseudoword_4a.wav;1500
unexpected_35.wav;2500
pseudoword_2b.wav;3000
anomalous_40.wav;4500
unexpected_38.wav;3000
pseudoword_52a.wav;2000
pseudoword_55a.wav;2000
pseudoword_26a.wav;2000
expected_35.wav;2500
anomalous_51.wav;1500
anomalous_33.wav;4000
expected_22.wav;3500
anomalous_3.wav;2000
expected_28.wav;2000
anomalous_4.wav;4000
anomalous_38.wav;4000
unexpected_48.wav;2500
pseudoword_13b.wav;2000
pseudoword_50b.wav;4000
anomalous_6.wav;2000
pseudoword_9b.wav;3000
anomalous_30.wav;1500
pseudoword_57b.wav;3500
pseudoword_27b.wav;2500
unexpected_31.wav;2500
pseudoword_20a.wav;2000
pseudoword_8b.wav;4000
unexpected_32.wav;3000
expected_21.wav;2500
expected_19.wav;3000
pseudoword_30b.wav;2500
expected_34.wav;1500
expected_48.wav;2000
unexpected_36.wav;4000
unexpected_53.wav;3500
pseudoword_41a.wav;3000
anomalous_52.wav;2500
pseudoword_56a.wav;3000
pseudoword_38a.wav;3500
pseudoword_39a.wav;3000
unexpected_19.wav;4500
pseudoword_1a.wav;4000
pseudoword_12b.wav;4000
unexpected_17.wav;2000
pseudoword_46a.wav;1500
pseudoword_7a.wav;3500
expected_16.wav;1500
anomalous_55.wav;3000
unexpected_29.wav;3500
pseudoword_16a.wav;2500
pseudoword_4b.wav;2500
unexpected_5.wav;4500
pseudoword_45a.wav;3000
anomalous_2.wav;3000
pseudoword_44b.wav;4000
pseudoword_53b.wav;2500
unexpected_25.wav;4500
unexpected_16.wav;3500
unexpected_45.wav;1500
pseudoword_15b.wav;4000
pseudoword_36a.wav;3500
pseudoword_41b.wav;1500
expected_33.wav;3000
anomalous_20.wav;2000
unexpected_41.wav;4000
pseudoword_15a.wav;2500
unexpected_7.wav;2500
expected_3.wav;4500
anomalous_56.wav;3000
expected_23.wav;2000
pseudoword_45b.wav;1500
anomalous_45.wav;2500
anomalous_16.wav;3500
anomalous_32.wav;4500
pseudoword_30a.wav;3000
pseudoword_43b.wav;3000
expected_57.wav;1500
unexpected_21.wav;2500
expected_51.wav;2500
anomalous_28.wav;4000
anomalous_50.wav;3000
pseudoword_22a.wav;2500
pseudoword_32b.wav;4500
expected_60.wav;3500
anomalous_7.wav;4500
pseudoword_10a.wav;4500
anomalous_57.wav;4500
pseudoword_42a.wav;1500
unexpected_8.wav;3000
anomalous_11.wav;2500
pseudoword_39b.wav;4500
unexpected_40.wav;4000
pseudoword_60b.wav;3500
expected_24.wav;1500
pseudoword_11b.wav;3500
pseudoword_14a.wav;4000
expected_31.wav;2500
pseudoword_34b.wav;4500
